thickness_mm,extrusion_ratio,SiC_wt%,hardening_slope_MPa_per_mm,shear_strength_MPa
2.49816047538945,12.483689821600382,10.949974664849556,145.7216852558261,163.8904327017095
4.802857225639665,11.99494515477684,2.7676799339806735,118.89386803012897,186.64451094994828
3.9279757672456204,10.11384695003432,5.199595415548293,194.6747787295911,168.6349704298687
3.3946339367881464,15.287200041217854,9.949209552867273,82.84676764763573,185.49557256778212
1.624074561769746,13.719489926103547,7.231340167867199,138.1784623998411,154.99976617164205
1.6239780813448106,18.38841190788804,11.078565579523406,155.0315022485334,172.44309126287052
1.2323344486727978,8.3853149657847,14.418118518342895,173.83467340180724,134.79242403714022
4.46470458309974,15.726415130661517,1.7482003157279624,111.04565456420107,187.5914147711234
3.404460046972835,17.155386542138736,10.643515745970914,153.03828614862223,182.28451172567154
3.832290311184182,17.113838830259684,3.455162334481718,95.48022070764242,194.50566931181683
1.0823379771832098,18.6328876051463,6.217150911113539,115.32141385427305,167.24128457751718
4.879639408647977,16.748404913953927,0.49294088692709737,184.34406968050988,207.84036917993484
4.329770563201687,19.133720739772357,2.0386107343904842,192.48614139964315,203.1678858813535
1.8493564427131046,11.991879197850697,4.796659335733495,157.8226020390897,147.79292720477565
1.7272998688284025,14.038513001018517,5.129787079319774,106.15278361642775,150.72678881295715
1.7336180394137353,8.168955959394689,13.493778246931436,173.00866849619962,138.36522084083634
2.216968971838151,8.083491047639495,11.127193638997726,53.88006225881303,152.1373186655009
3.0990257265289514,10.881519445418238,14.582744522805616,65.41188658091316,177.97385337080644
2.727780074568463,9.209686365669024,8.986072655028607,149.20606045630416,156.94046067102218
2.1649165607921677,11.122536415229042,3.6257059813697694,93.68728629050861,149.41699015254756
3.447411578889518,10.124519534340768,4.914825448824643,192.70793276007166,159.8452720910741
1.5579754426081673,8.342240298063778,4.797538849379507,115.4090918138457,133.41411971838764
2.1685785941408726,18.911649756872592,4.897414914948774,114.40472305837655,180.9830521011266
2.465447373174767,8.098677576666699,10.094462596677236,151.7119265286397,156.07350718411823
2.8242799368681437,16.832985732045024,7.962118921356243,165.13528434592843,189.51262295672765
4.140703845572054,9.825774643034197,5.781362671299664,121.33381071877048,171.89854244421457
1.798695128633439,18.9467554639952,2.236346530930749,82.10013525675862,178.556308520493
3.0569377536544464,18.71355127507863,0.3320874441321886,165.99629640884325,184.63259321517754
3.36965827544817,15.846813756431088,3.2825201638153887,98.05269123104414,176.00891801878527
1.185801650879991,16.066809797607263,1.612071059530219,76.26661539407864,166.8772562048668
3.4301794076057535,8.064069703636262,11.781675462783591,144.746028488752,149.63742845703325
1.6820964947491661,19.818458793363224,1.6874693672082808,63.568050048552564,169.95828793061045
1.260206371941118,18.53399124290977,10.863423559602543,195.70290126290823,179.03251512636538
4.7955421490133325,18.741274708761104,5.7848803466412395,144.85958966182054,212.6231952848925
4.862528132298237,15.910934444610463,1.1006758461566397,197.88432813826338,194.6455179966775
4.233589392465845,12.137443143854439,12.190950741473786,100.83401352179541,189.03946210186407
2.2184550766934827,18.723783789085772,8.6944585535492,195.6807741785597,187.09644227634493
1.3906884560255355,11.498203137814308,3.536422692953596,71.83433715929354,139.69125607531672
3.7369321060486276,14.752538520106434,13.420217614990019,56.10421585205427,187.80771482298593
2.760609974958405,9.196771668126589,0.6788747080582719,54.94760906819038,159.07872929935408
1.4881529393791153,19.063467561593,3.0272941229664436,119.73055558988406,169.06187266649434
2.9807076404450807,9.68924549325456,11.280703917087916,62.45062962178922,165.22609115839427
1.1375540844608736,10.698761668764888,10.640668954648337,126.82518262514026,148.95491575573368
4.637281608315128,14.69760989753858,4.33907540586717,99.12507552633508,184.2395669657817
2.0351199264000677,17.16911600255578,0.9303731302917467,100.34434887111735,171.84138626839618
3.650089137415928,15.432215671235587,12.871171083374158,145.34134948177547,191.166707904866
2.246844304357644,10.785606953601874,4.705464571048539,74.46470092274302,147.25573846120847
3.0802720847112433,8.011316510329884,2.9357012239239784,164.98300555095966,150.07023333839484
3.1868411173731186,17.085806963689272,7.740927335414656,137.3046379667952,193.72364013807595
1.7394178221021082,19.822487910933127,13.65340798923671,187.24169432712665,179.95935462943814
4.878338511058234,17.718957443673084,0.6531986676506302,104.72609806512851,201.0705641715145
4.100531293444458,13.522479417879385,11.487061320463315,197.40724881006884,192.19328018530678
4.757995766256757,18.845207136789277,8.587098419080634,136.3741470071035,216.1219352557056
4.579309401710596,12.9181720774202,6.3817367482772545,196.01029342813007,187.87383447508887
3.3915999152443406,14.299209010921611,11.1612066615759,54.0590981070673,183.69163752422077
4.687496940092467,13.7255572087482,14.487366366624485,159.1964483618582,202.55461985779834
1.353970008207678,13.3714864719863,3.4380931674403654,172.49322864391044,151.7345020345914
1.7839314496765808,17.30228923152687,2.154710476081794,57.975993001473135,175.3497429741772
1.1809091556421523,14.321226887233903,13.693226178340456,136.84544960243687,153.10956331399018
2.3013213230530574,11.800605464302592,10.034296161859556,170.29134403841726,151.57060610500773
2.554709158757928,11.09789801190174,6.56979032342949,134.1558087834609,163.6434713817572
2.0853961270955836,8.452967803609202,8.598893553964245,59.57203856082,153.83142365765426
4.314950036607717,14.998341942596552,11.18420857764366,154.0170861347467,193.9971236031704
2.427013306774357,10.75953698481241,11.595478480585758,59.0895372009963,166.3948090953218
2.123738038749523,9.777607064196598,13.798412712284469,172.62033425246577,152.10334721252588
3.170784332632994,15.845959565932132,6.40264183343434,56.45512749600416,184.4954083642043
1.5636968998990506,16.174511093858584,4.4011636502909255,70.60960715155562,174.61664994691512
4.208787923016159,17.02585870709199,9.594964001847629,91.26613857849028,199.85763109746952
1.2982025747190833,14.042922756063097,6.235918489192955,145.00471883912002,151.90366527214158
4.947547746402069,18.728655262446637,8.91897680923467,196.45386494469588,206.0816362966691
4.08897907718663,19.236113040778733,6.299786976839253,67.67342789299016,209.84841025502405
1.7948627261366896,17.688451277509873,2.2949368001726174,71.40615038208776,169.877668800833
1.0220884684944096,15.627121784098247,7.041401274884376,105.33055950514705,156.4424637548409
4.261845713819337,11.644651443094265,10.363767329115491,175.43287066329805,180.28094323597713
3.8274293753904685,19.795339059442654,11.989257115014748,120.08464291262213,204.89249564434107
3.9160286721639492,11.28963400630326,7.399894151948202,98.24159003837325,175.90405171095202
4.0850813867437825,10.431883063885174,2.478568353156014,134.18057483132918,172.09116853304175
1.2961786069363614,13.305849365438993,6.220315644741474,89.0784796168625,158.0347800828099
2.4338629141770904,8.68208684854866,11.794408932625474,110.17398608712814,161.4405837787123
1.4634762381005189,19.74193357606149,6.192889059256093,99.89077238480628,180.37234930414954
4.4524137035023745,15.061202676997098,10.447961904063336,170.62115336219688,202.83777070580794
3.4931925073102317,14.683425099970103,7.608205225171346,188.63835896570012,186.36994711197897
2.3235920994105967,15.869555358796639,3.6183468766409503,163.93582882353678,175.0497541425414
1.2542334011440945,13.96428377332648,11.942257620346114,115.86253640449752,163.3696419709992
2.243929286862649,8.3847622051345,1.2632018110603056,125.65024662449957,138.49119132927342
2.300733288106988,15.34773546608476,7.873354241327259,68.76105408941535,171.09330068278575
3.9184247133522563,16.594086523477166,3.133365513651074,162.02970667018067,187.57213570976467
3.5502298854208525,13.000988727488638,1.0059844281206347,139.4713519092566,172.97673874434673
4.548850970305306,17.087546864854314,7.544009056248733,185.36599942061545,206.60007773009886
2.888859700647797,10.724015592061047,7.493432339023854,80.09167153627298,158.68657068017438
1.4783769837532068,10.655319092794208,10.603513525135813,163.9589182898918,148.98450781899015
3.85297914889198,9.937003852250887,11.171260395778573,152.70074925787844,168.90608829031544
